GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YHR167W,YHR167W,-0.064,-0.531,0.327,4.91E-01,3.14E-02,4.73E-01
YOR172W,YOR172W,-0.092,-0.365,0.234,4.67E-02,1.16E-04,8.26E-02
YGL084C,YGL084C,-0.093,0.25,-0.322,1.48E-02,8.80E-05,1.19E-05
YDR027C,LUV1,0.063,0.091,0.259,1.97E-01,2.32E-01,4.22E-02
YBR069C,VAP1,0.586,-0.185,0.404,1.10E-07,1.16E-02,4.13E-04
YKR105C,YKR105C,-0.089,-0.282,-0.131,2.52E-01,3.56E-02,3.88E-01
YNL235C,YNL235C,-0.193,-0.4,0.133,6.17E-02,7.86E-02,6.37E-01
YNL308C,YNL308C,0.328,-0.488,0.493,3.75E-07,3.71E-04,2.66E-03
YJR126C,YJR126C,0.045,-0.06,0.308,3.77E-01,3.93E-01,2.23E-02
YPR152C,YPR152C,0.212,0.285,0.384,1.12E-03,1.03E-03,1.50E-02
YGR189C,CRH1,-0.328,-0.194,0.049,6.76E-08,5.50E-04,4.26E-01
YBL037W,APL3,0.094,-0.021,0.4,3.55E-02,7.12E-01,1.30E-02
YOR246C,YOR246C,-0.084,-0.319,0.339,4.17E-02,1.26E-03,4.47E-04
YAL058W,CNE1,-0.063,-0.182,0.108,2.56E-01,1.64E-02,3.44E-01
YER006W,YER006W,0.011,-0.341,0.668,8.55E-01,1.63E-03,1.65E-08
YPL120W,VPS30,0.263,0.343,0.44,3.13E-02,2.33E-03,1.47E-02
YGL157W,YGL157W,-0.243,-0.51,0.272,1.94E-03,2.09E-03,2.35E-01
YLR011W,YLR011W,0.008,-0.255,0.066,9.32E-01,1.73E-01,7.64E-01
YOL141W,YOL141W,0.375,0.043,0.542,6.21E-04,8.82E-01,6.71E-02
YCR048W,ARE1,-0.194,-0.189,0.138,4.68E-05,7.11E-03,7.08E-02
YKR032W,YKR032W,0,0,0,7.43E-01,6.09E-01,1.00E+00
YNL162W,RPL42A,-0.291,-0.383,-0.109,1.27E-04,2.29E-06,5.20E-02
YCL017C,NFS1,-0.026,0.028,0.171,5.28E-01,5.25E-01,3.30E-02
YJR053W,BFA1,0.21,-0.4,-0.119,3.26E-02,3.84E-02,5.14E-01
YKL001C,MET14,-0.152,-0.474,0.683,2.06E-03,2.75E-06,2.71E-07
YIL043C,CBR1,-0.176,-0.089,-0.136,9.40E-05,5.57E-02,9.97E-03
YHR095W,YHR095W,-0.399,-0.408,-0.299,5.23E-02,2.18E-01,4.35E-01
YHR168W,YHR168W,-0.412,0.076,-0.278,2.97E-07,1.98E-01,1.72E-02
YBR280C,YBR280C,-0.146,0.432,-0.034,4.52E-03,2.85E-06,7.66E-01
YDR028C,REG1,0.164,0.014,0.238,4.46E-04,8.34E-01,2.23E-02
YOR173W,YOR173W,-0.166,0.261,0.043,1.45E-04,6.44E-06,4.70E-01
YPL121C,MEI5,-0.313,-0.055,-0.303,1.60E-02,7.46E-01,5.18E-01
YLR012C,YLR012C,0.105,0,0,7.36E-01,4.44E-01,1.00E+00
YOR319W,HSH49,0.102,-0.276,0.489,4.37E-02,1.79E-03,4.91E-04
YCR049C,YCR049C,-0.393,-0.277,-0.281,3.25E-06,1.18E-02,1.37E-01
YKR033C,YKR033C,-0.52,-0.012,-0.129,1.05E-03,9.71E-01,7.12E-01
YNL163C,YNL163C,-0.106,-0.004,0.185,6.36E-01,8.36E-01,6.52E-01
YMR288W,YMR288W,0.241,0.332,0.498,8.36E-04,7.22E-04,8.77E-04
YJR127C,ZMS1,-0.046,0.125,-0.467,3.92E-01,1.01E-01,5.01E-04
YHR096C,HXT5,0.233,0.779,0.079,1.65E-05,4.39E-10,3.61E-01
YBL038W,MRPL16,0.152,0.079,0.233,3.01E-03,9.41E-02,3.03E-02
YJL022W,YJL022W,0.195,-0.299,0.361,1.54E-01,3.77E-01,3.27E-01
YDR311W,TFB1,0.098,-0.043,0.332,5.61E-02,6.08E-01,8.78E-03
YAL059W,ECM1,0.048,-0.318,0.09,4.03E-01,3.39E-04,4.45E-01
YIL116W,HIS5,-0.355,-0.441,0.086,4.29E-08,1.35E-06,1.57E-01
YER007W,PAC2,-0.055,-0.138,-0.022,2.76E-01,1.00E-01,8.62E-01
YGL085W,YGL085W,-0.152,-0.164,0.061,1.04E-02,4.58E-02,6.25E-01
YGL158W,RCK1,-0.326,-0.486,0.265,3.08E-03,1.02E-01,4.13E-01
YOL142W,YOL142W,0.056,-0.273,0.413,1.98E-01,7.86E-04,5.34E-04
YNL090W,RHO2,0.062,-0.349,-0.091,3.17E-01,1.66E-04,4.94E-01
YKR106W,YKR106W,0,0,0,1.00E+00,1.00E+00,1.00E+00
YNL236W,SIN4,-0.146,-0.218,-0.141,1.83E-02,5.39E-02,3.90E-01
YJR054W,YJR054W,-0.134,-0.564,0.194,6.53E-03,2.57E-06,2.01E-01
YNL309W,STB1,0.028,-0.099,-0.188,6.03E-01,1.86E-01,5.96E-02
YBL039C,URA7,0.063,-0.981,0.357,3.04E-01,9.52E-06,2.92E-01
YJL023C,PET130,0.045,-0.127,0.334,4.39E-01,2.95E-01,3.16E-02
YIL044C,YIL044C,0.013,-0.244,0.121,7.76E-01,2.86E-03,3.21E-01
YIL117C,YIL117C,-0.52,-0.405,0.168,1.25E-07,1.33E-04,7.62E-02
YPR080W,TEF1,-0.138,0.009,-0.278,9.87E-04,8.97E-01,6.78E-04
YHR169W,DBP8,-0.048,-0.318,0.569,3.82E-01,6.13E-04,1.22E-03
YER008C,SEC3,0.133,-0.3,-0.528,2.89E-01,3.41E-01,1.15E-02
YPR153W,YPR153W,-0.196,-0.026,0.054,3.43E-02,8.95E-01,7.58E-01
YBR281C,YBR281C,-0.118,-0.581,-0.458,1.41E-01,6.75E-04,1.58E-02
YOR174W,MED4,0.009,-0.052,-0.12,8.03E-01,2.68E-01,1.34E-01
YPL122C,TFB2,0.04,-0.23,0.144,3.35E-01,2.88E-03,1.92E-01
YOL070C,YOL070C,0.147,-0.067,0.15,2.07E-03,2.17E-01,1.03E-01
YOR247W,SRL1,-0.145,0.134,-0.45,5.31E-02,3.98E-02,3.66E-11
YOL143C,RIB4,-0.302,-0.462,-0.118,1.76E-06,7.67E-05,2.31E-02
YNL164C,YNL164C,0.272,-0.949,1.345,7.39E-04,3.85E-05,5.79E-06
YHR097C,YHR097C,-0.06,0.276,0.156,1.21E-01,2.25E-04,3.58E-02
YPR081C,YPR081C,0.062,0.002,0.264,1.72E-01,9.64E-01,2.39E-02
YCL018W,LEU2,-0.964,-0.485,0,1.34E-07,1.82E-02,1.00E+00
YKL002W,YKL002W,0.057,-0.139,0.118,1.96E-01,3.51E-02,2.84E-01
YOR175C,YOR175C,-0.307,-0.117,-0.332,3.55E-07,6.64E-02,1.76E-05
YDR312W,SSF2,0.368,-0.688,1.167,3.98E-07,6.66E-02,1.83E-03
YCR073W-A,SOL2,-0.066,0.19,0.042,1.20E-01,2.64E-04,6.00E-01
YGL086W,MAD1,-0.022,-0.25,-0.043,8.61E-01,2.20E-01,9.35E-01
YDR029W,YDR029W,0.03,-0.176,0.449,8.30E-01,2.84E-01,3.57E-02
YLR013W,GAT3,0.22,0,0,5.25E-01,4.48E-01,5.51E-01
YGL159W,YGL159W,-0.199,-0.103,0.172,3.59E-04,7.85E-02,1.08E-01
YNL091W,YNL091W,0.288,0.154,0.723,1.97E-06,2.64E-02,2.37E-04
YKR034W,DAL80,-0.181,-0.175,0.199,3.01E-01,4.55E-01,6.16E-01
YNL237W,YTP1,0.134,0.349,0.196,1.20E-02,3.74E-06,6.58E-02
YJR055W,HIT1,0.113,-0.362,0.629,2.89E-01,2.45E-01,6.74E-03
YKL003C,MRP17,0.042,-0.102,-0.052,3.86E-01,1.51E-01,6.94E-01
YJR128W,YJR128W,-0.292,-0.067,0,7.83E-03,8.34E-01,4.95E-01
YJL024C,APS3,-0.066,-0.265,0.174,3.65E-01,1.34E-03,1.19E-01
YDR240C,SNU56,0.07,-0.328,0.28,3.39E-01,7.27E-03,3.14E-02
YDR313C,PIB1,0.102,0.283,-0.065,1.55E-02,2.97E-06,4.89E-01
YPR154W,YPR154W,-0.165,0.128,0.015,1.91E-04,1.14E-02,7.85E-01
YPL050C,MNN9,0.08,-0.182,0.229,5.03E-02,3.51E-03,3.37E-03
YPL123C,RNY1,-0.193,0.253,-0.057,9.33E-05,1.66E-03,3.54E-01
YGL087C,MMS2,-0.018,-0.072,-0.187,7.30E-01,2.58E-01,1.86E-02
YLR014C,PPR1,-0.001,-0.498,0.502,1.00E+00,6.55E-02,1.33E-01
YOR248W,YOR248W,-0.084,0.183,-0.45,2.93E-02,3.21E-04,6.79E-11
YKR035C,YKR035C,0.247,-0.185,0.397,5.80E-04,8.94E-02,3.93E-02
YJR056C,YJR056C,0.364,-0.144,0.365,6.24E-07,3.26E-01,7.52E-03
YJR129C,YJR129C,-0.021,-0.403,1.226,7.34E-01,8.39E-03,7.86E-07
YHR098C,SFB3,-0.179,0.033,-0.245,1.67E-04,4.24E-01,5.30E-05
YPR082C,DIB1,0.014,-0.212,0.207,7.68E-01,9.62E-03,8.85E-02
YPR155C,NCA2,0.276,0.349,-0.352,4.14E-06,1.49E-06,7.90E-05
YOR249C,APC5,-0.004,0.078,-0.402,9.59E-01,3.13E-01,7.50E-03
YIL045W,PIG2,-0.078,0.478,-0.134,5.67E-02,8.88E-07,7.23E-02
YIL118W,RHO3,-0.036,-0.41,-0.101,6.22E-01,1.25E-05,3.02E-01
YER009W,NTF2,-0.245,-0.093,-0.333,7.32E-05,1.05E-01,1.15E-04
YBR282W,MRPL27,0.096,-0.33,0.405,4.15E-02,6.37E-04,8.55E-03
YOL071W,YOL071W,0.027,0.138,0.031,4.79E-01,1.14E-02,6.74E-01
YOL144W,YOL144W,0.18,-0.565,0.289,2.55E-03,2.59E-03,6.86E-02
YNL092W,YNL092W,-0.314,0.128,-0.008,2.98E-06,5.24E-02,9.38E-01
YNL165W,YNL165W,0.126,-0.092,0.381,1.40E-02,3.36E-01,8.05E-03
YNL238W,KEX2,-0.107,0.005,-0.07,2.34E-02,9.38E-01,5.46E-01
YDR314C,YDR314C,0.149,0.173,0.152,9.43E-02,3.14E-01,3.41E-01
YIL119C,RPI1,-0.538,-0.538,0.03,1.42E-07,8.43E-06,8.13E-01
YBR283C,SSH1,-0.077,0.045,-0.066,4.82E-02,2.97E-01,2.48E-01
YOR176W,HEM15,-0.163,0.199,-0.525,1.46E-04,1.99E-04,4.29E-13
YOL145C,CTR9,-0.046,0.125,0.042,6.33E-01,2.94E-01,8.07E-01
YKR036C,CAF4,0.063,-0.366,0.282,1.91E-01,2.01E-04,4.36E-02
YNL166C,BNI5,0.327,-0.601,0.316,4.49E-07,3.99E-06,1.76E-02
YPR156C,YPR156C,-0.288,0.075,-0.305,1.32E-06,1.76E-01,1.40E-05
YKL004W,AUR1,0.026,-0.071,0.005,5.10E-01,1.91E-01,9.46E-01
YOR177C,YOR177C,0.428,0.333,0.348,4.35E-02,1.95E-01,1.33E-01
YDR241W,YDR241W,-0.141,-0.366,0,1.82E-01,1.41E-01,9.38E-01
YJL025W,RRN7,-0.162,-0.557,0.247,1.60E-02,1.91E-03,1.88E-01
YIL046W,MET30,0.323,0.051,0.18,6.93E-07,4.71E-01,1.54E-01
YPL051W,ARL3,0.035,-0.6,0.52,5.69E-01,9.60E-05,6.47E-03
YGL088W,YGL088W,-0.286,0.125,0.03,1.93E-04,1.21E-01,7.69E-01
YPL124W,NIP29,0.047,-0.148,0.217,5.33E-01,3.45E-01,2.48E-01
YLR015W,YLR015W,0.299,-0.423,0.629,5.45E-06,2.92E-04,1.93E-03
YOL072W,YOL072W,0.03,0.084,-0.318,5.63E-01,3.05E-01,4.49E-03
YNL093W,YPT53,-0.231,0.312,0.208,1.99E-04,6.95E-06,8.75E-02
YNL239W,LAP3,0.388,-0.196,0.579,2.40E-07,5.29E-03,6.74E-09
YKL005C,YKL005C,0.231,-0.005,0.343,8.02E-05,9.54E-01,6.53E-03
YJR057W,CDC8,0.013,-0.176,0.016,8.23E-01,3.62E-02,9.10E-01
YDR315C,IPK1,-0.17,-0.232,-0.134,3.19E-03,3.49E-02,3.14E-01
YIL047C,SYG1,0.014,-0.628,0.855,7.93E-01,1.18E-04,3.49E-04
YPR083W,YPR083W,0.281,0.066,0.097,6.06E-06,3.57E-01,4.05E-01
YGL089C,MFALPHA2,-0.027,-0.394,0.435,8.36E-01,2.22E-01,1.43E-01
YOL073C,YOL073C,-0.091,0.244,-0.077,2.73E-02,2.20E-04,3.02E-01
YLR016C,YLR016C,-0.08,-0.04,-0.07,2.73E-01,7.25E-01,7.21E-01
YDL210W,UGA4,-0.021,0.263,0.226,8.05E-01,3.02E-01,3.77E-01
YKR037C,SPC34,0.047,0.193,-0.129,3.43E-01,9.90E-04,3.62E-01
YNL167C,SKO1,0.095,0.1,-0.18,2.40E-02,7.99E-02,1.55E-02
YJR058C,APS2,-0.12,-0.018,-0.109,9.80E-03,7.39E-01,3.61E-01
YOR178C,GAC1,-0.137,0.462,-0.187,1.02E-03,1.59E-06,3.69E-03
YJL026W,RNR2,-0.208,0.188,-0.405,1.66E-05,1.09E-03,1.77E-08
YER060W-A,FCY22,-0.153,-0.553,0.324,7.51E-04,8.74E-07,3.68E-03
YDR242W,AMD2,0.004,-0.148,0.176,9.46E-01,5.39E-02,1.51E-01
YDL211C,YDL211C,-0.082,0.431,0.289,3.67E-01,1.21E-04,1.03E-01
YBR284W,YBR284W,-0.023,-0.175,-0.505,9.38E-01,7.36E-01,1.43E-01
YPL052W,YPL052W,0.174,-0.281,0.694,3.59E-03,6.56E-03,1.71E-04
YPL125W,YPL125W,0.133,1.085,0.125,6.34E-01,9.91E-04,2.57E-01
YOL146W,YOL146W,0.029,-0.192,0.288,5.24E-01,1.66E-02,1.05E-02
YNL094W,YNL094W,-0.031,0.097,-0.404,4.70E-01,2.81E-02,1.82E-06
YDR170C,SEC7,0.066,-0.105,-0.193,8.51E-02,7.62E-02,1.85E-02
YDR243C,PRP28,0.036,-0.467,-0.028,5.51E-01,3.14E-03,8.22E-01
YJL027C,YJL027C,-0.017,-0.255,0.948,9.08E-01,4.20E-01,1.27E-03
YPR084W,YPR084W,-0.122,-0.104,0.133,1.25E-02,9.37E-02,1.80E-01
YPR157W,YPR157W,-0.463,0.251,-0.41,5.72E-08,1.77E-02,9.31E-02
YPL053C,KTR6,0.092,-0.088,0.155,2.61E-02,7.32E-02,4.70E-02
YOL147C,PEX11,0.608,0.276,0.731,3.98E-09,1.17E-05,8.67E-08
YNL095C,YNL095C,-0.115,0.155,-0.255,2.17E-02,6.50E-03,1.96E-02
YKR038C,YKR038C,0.026,-0.158,0.048,5.18E-01,9.66E-03,6.25E-01
YNL168C,YNL168C,-0.107,0.013,-0.261,1.52E-02,8.10E-01,3.89E-04
YPR085C,YPR085C,0.033,-0.092,0.34,5.62E-01,4.41E-01,9.38E-03
YKL006W,RPL14A,-0.333,-0.496,-0.096,5.48E-07,8.33E-07,1.12E-01
YOR179C,YOR179C,0.12,-0.117,-0.143,5.87E-02,1.46E-01,2.52E-01
YDR316W,YDR316W,0.229,0.196,0.638,2.05E-04,2.55E-01,6.49E-04
YLR300W,EXG1,-0.254,-0.432,0.321,2.15E-06,4.00E-04,6.99E-05
YIL048W,NEO1,-0.093,0.118,0.092,4.53E-02,1.16E-02,2.46E-01
YBR285W,YBR285W,-0.021,0.319,-0.142,6.55E-01,1.33E-03,1.80E-01
YPL126W,NAN1,0.058,0.06,0.203,1.54E-01,5.14E-01,9.93E-02
YLR017W,MEU1,0.018,-0.156,0.146,7.04E-01,8.41E-03,1.41E-01
YJR059W,PTK2,-0.126,0.008,0.124,2.45E-03,8.69E-01,2.25E-01
YPR158W,YPR158W,-0.081,-0.345,-0.035,2.03E-01,4.21E-02,8.13E-01
YPL127C,HHO1,0.18,0.11,-0.211,2.33E-04,1.31E-02,5.16E-04
YLR018C,YLR018C,0.171,-0.148,0.255,6.12E-04,2.76E-02,4.05E-02
YOL075C,YOL075C,-0.072,0.096,0.072,3.03E-01,2.85E-01,5.78E-01
YOL148C,SPT20,0.161,-0.148,0.409,6.39E-04,1.37E-02,9.15E-04
YNL096C,RPS7B,-0.286,-0.447,-0.02,3.10E-06,3.30E-07,7.17E-01
YDL212W,SHR3,-0.108,0.04,-0.172,9.07E-03,3.30E-01,3.66E-03
YNL169C,PSD1,-0.149,0.099,-0.392,8.32E-04,4.38E-02,3.24E-07
YER150W,SPI1,-1.11,0.563,-0.784,3.70E-12,6.76E-05,1.59E-16
YKL007W,CAP1,-0.086,-0.099,0.096,3.81E-02,5.95E-02,2.10E-01
YDR171W,HSP42,-0.31,0.3,-0.723,8.18E-07,8.70E-06,1.43E-12
YDR244W,PEX5,0.369,-0.021,0.483,2.75E-06,7.35E-01,4.31E-04
YJL028W,YJL028W,-0.12,-0.321,-0.309,3.62E-01,2.41E-01,3.75E-01
YDR317W,YDR317W,-0.412,-0.594,-0.331,5.29E-02,1.00E+00,1.16E-01
YDL140C,RPO21,-0.094,0.252,-0.204,2.24E-02,1.30E-03,1.19E-01
YDL213C,YDL213C,0.149,-0.77,0.836,3.15E-02,1.33E-06,1.51E-06
YIL049W,DFG10,-0.125,-0.112,0.001,1.55E-01,2.06E-01,1.00E+00
YLR301W,YLR301W,0.049,0.035,0.003,3.21E-01,5.92E-01,9.79E-01
YBR286W,APE3,-0.118,0.323,-0.227,7.80E-03,1.31E-05,6.92E-05
YPL054W,LEE1,0.491,0.84,0.308,2.78E-08,2.06E-08,1.88E-03
YKR039W,GAP1,0.479,0.114,1.101,1.22E-06,4.40E-02,9.03E-09
YER151C,UBP3,0.205,-0.318,0.596,3.23E-04,1.91E-03,9.58E-04
YKL008C,LAC1,-0.379,0.011,-0.257,5.50E-08,8.00E-01,1.26E-04
YOR390W,YOR390W,-0.114,0.562,-0.064,3.63E-02,2.15E-05,6.22E-01
YJL029C,YJL029C,0.042,-0.005,-0.049,2.98E-01,9.29E-01,6.09E-01
YLR302C,YLR302C,0.251,0,0,3.18E-01,7.20E-01,1.00E+00
YPR086W,SUA7,0.096,-0.145,0.195,1.97E-02,1.10E-02,1.77E-02
YPR159W,KRE6,-0.219,-0.247,-0.454,6.95E-06,7.24E-04,2.45E-10
YPL055C,YPL055C,0.123,0.002,0.418,4.02E-02,9.64E-01,2.34E-04
YPL128C,TBF1,0.078,0.248,-0.091,6.77E-02,1.17E-04,3.03E-01
YNL097C,PHO23,0.041,0.12,0.067,2.89E-01,1.45E-02,4.94E-01
YOR391C,YOR391C,-0.126,0.291,0.286,2.05E-01,3.74E-02,1.61E-01
YDR172W,SUP35,0.116,-0.088,-0.031,6.22E-03,1.01E-01,7.64E-01
YDR245W,MNN10,0.174,-0.231,0.251,3.60E-04,1.34E-03,2.27E-02
YDR318W,MCM21,0.174,-0.114,0.296,2.86E-03,1.96E-01,2.79E-02
YDL214C,YDL214C,0.005,0,0,9.79E-01,1.00E+00,1.00E+00
YBR287W,YBR287W,-0.268,0.162,-0.043,3.68E-07,1.45E-03,4.45E-01
YLR019W,YLR019W,-0.194,0.049,-0.106,5.05E-04,2.62E-01,1.03E-01
YOL076W,1-Dec,-0.026,-0.27,0.171,5.70E-01,2.81E-02,1.21E-01
YOL149W,DCP1,0.228,-0.248,0.254,9.08E-05,1.59E-03,5.93E-02
YER152C,YER152C,-0.062,0.094,-0.202,3.72E-01,1.37E-01,1.96E-02
YDR173C,ARGR3,0.078,-0.13,0.249,1.24E-01,1.32E-01,1.07E-02
YDR319C,YDR319C,-0.166,0.196,-0.085,9.51E-04,1.46E-03,2.75E-01
YPR087W,YPR087W,0.033,-0.078,0.082,5.25E-01,2.12E-01,5.15E-01
YBR288C,APM3,-0.139,-0.182,-0.153,1.48E-03,2.69E-03,6.96E-02
YPL056C,YPL056C,0.006,0.11,0.046,9.15E-01,1.86E-01,7.46E-01
YOL077C,YOL077C,0.404,-0.53,0.983,7.94E-06,1.74E-05,7.90E-05
YDL141W,BPL1,0.195,-0.127,-0.274,8.58E-04,8.07E-02,6.05E-03
YNL098C,RAS2,0.05,0.062,0.293,2.05E-01,2.32E-01,1.04E-04
YGR110W,YGR110W,0.382,0.381,0.132,5.46E-08,1.02E-06,2.18E-01
YPR088C,SRP54,0.011,0.054,0.025,7.86E-01,4.52E-01,7.18E-01
YKL009W,MRT4,0.213,-1.196,1.035,3.07E-03,6.48E-07,7.41E-06
YDR246W,TRS23,0.152,0.119,0.097,8.50E-03,4.73E-02,3.14E-01
YDL142C,CRD1,-0.051,0.162,-0.013,2.22E-01,9.43E-03,9.08E-01
YDL215C,GDH2,0.485,0.242,0,9.07E-09,2.19E-01,1.00E+00
YLR303W,MET17,-0.464,-0.017,0,7.40E-04,9.59E-01,7.93E-01
YKL220C,FRE2,-0.175,0.175,-0.119,1.48E-02,2.37E-02,3.59E-01
YPL129W,ANC1,0.162,-0.122,0.086,5.48E-04,2.53E-02,3.13E-01
YDR530C,APA2,-0.091,0.117,-0.148,2.08E-02,2.83E-02,1.42E-02
YER153C,PET122,-0.162,0.032,-0.179,3.25E-02,7.79E-01,1.67E-01
YOR392W,YOR392W,0.219,-0.183,-0.139,5.36E-01,3.78E-01,5.79E-01
YLR231C,YLR231C,-0.349,0.092,-0.339,2.78E-07,2.77E-02,5.69E-07
YLR304C,ACO1,0.08,0.302,-0.47,1.43E-01,7.15E-06,1.83E-08
YPL057C,SUR1,0.02,0.375,0.127,5.67E-01,8.71E-07,1.10E-01
YNL099C,YNL099C,0.059,-0.181,0.257,1.74E-01,7.21E-03,2.36E-02
YGR111W,YGR111W,0.07,0.178,-0.171,1.17E-01,7.24E-04,1.21E-02
YER080W,YER080W,0.157,0.018,0.109,2.50E-03,7.73E-01,2.88E-01
YDR174W,HMO1,-0.314,-0.083,-0.356,5.16E-08,1.04E-01,3.47E-08
YMR210W,YMR210W,-0.102,0.173,-0.138,4.80E-02,1.31E-03,2.09E-01
YDR247W,YDR247W,-0.203,0.441,-0.389,6.10E-05,1.77E-05,3.32E-04
YDL216C,YDL216C,0.009,0.329,-0.557,8.50E-01,3.02E-05,4.88E-04
YBR289W,SNF5,0.141,-0.005,0.107,1.55E-03,8.93E-01,7.61E-02
YOL078W,YOL078W,0.159,0.18,0.596,5.41E-02,1.74E-01,1.21E-02
YDR175C,YDR175C,0.148,0.075,0.144,1.13E-03,1.74E-01,9.65E-02
YDR248C,YDR248C,0.037,-0.238,-0.624,5.69E-01,8.11E-02,3.01E-02
YOR393W,ERR1,-0.466,-0.115,-0.744,3.26E-07,4.78E-02,1.34E-10
YLR305C,STT4,-0.049,-0.001,-0.349,2.43E-01,1.00E+00,1.41E-04
YPR089W,YPR089W,0.158,-0.301,0.514,2.51E-02,9.74E-02,2.85E-02
YPL058C,PDR12,0.14,0.316,0.087,5.66E-01,1.68E-02,7.15E-01
YDL070W,BDF2,-0.021,-0.074,-0.037,5.56E-01,1.35E-01,5.74E-01
YDL143W,CCT4,0.038,-0.111,-0.072,3.47E-01,7.85E-02,3.07E-01
YKL221W,YKL221W,0.087,0.137,0.148,7.12E-01,4.43E-01,6.00E-01
YGR112W,SHY1,0.019,0.279,0.058,7.08E-01,1.15E-03,6.60E-01
YDR531W,YDR531W,0.018,-0.332,0.093,6.70E-01,3.30E-05,2.14E-01
YER081W,SER3,-0.568,-0.423,0.109,2.53E-10,3.04E-05,9.43E-02
YER154W,OXA1,0.043,-0.135,0.04,2.72E-01,1.22E-02,6.24E-01
YEL050C,RML2,0.06,0.15,-0.138,1.40E-01,1.42E-02,1.11E-01
YMR211W,YMR211W,0.126,-0.301,0.416,1.19E-01,2.27E-02,1.46E-02
YDL071C,YDL071C,-0.2,-0.051,0.332,1.55E-02,6.33E-01,7.19E-02
YAR014C,YAR014C,0.102,-0.654,0.384,3.11E-01,1.35E-02,2.11E-01
YDL144C,YDL144C,0.088,0.026,-0.025,3.40E-02,5.64E-01,7.05E-01
YLR232W,YLR232W,-0.05,0.086,-0.427,6.48E-01,2.95E-01,7.05E-02
YDL217C,TIM22,0.113,-0.289,0.144,2.58E-02,7.74E-04,2.28E-01
YKL222C,YKL222C,-0.088,-0.033,-0.11,5.89E-02,5.79E-01,2.46E-01
YJL170C,ASG7,-0.459,-0.071,-0.591,4.42E-07,3.64E-01,5.16E-03
YOL079W,YOL079W,-0.711,-0.433,0,5.46E-04,1.76E-02,8.77E-01
YDR532C,YDR532C,0.305,-0.102,-0.168,1.66E-05,1.71E-01,1.85E-01
YER082C,YER082C,-0.041,-0.134,0.097,3.03E-01,7.92E-03,1.08E-01
YER155C,BEM2,-0.06,0.24,-0.453,8.88E-01,4.57E-02,1.06E-01
YMR212C,YMR212C,-0.004,-0.223,-0.017,9.29E-01,7.52E-04,8.72E-01
YDR249C,YDR249C,-0.158,-0.49,0.117,3.61E-02,8.35E-02,5.38E-01
YOR394W,YOR394W,-0.097,-0.029,-0.217,1.63E-02,5.09E-01,6.97E-04
YLR160C,ASP3D,-0.059,0.222,-0.16,1.23E-01,5.81E-05,4.77E-03
YLR233C,EST1,-0.031,0.111,-0.121,5.20E-01,3.47E-02,1.86E-01
YGR040W,KSS1,-0.145,-0.347,0.27,1.24E-02,1.20E-02,6.04E-02
YGR113W,DAM1,0.166,-0.152,0.231,5.27E-03,6.87E-02,6.79E-02
YDR176W,NGG1,0.254,0.131,0.545,1.19E-04,1.71E-01,1.25E-04
YDL072C,YDL072C,-0.178,0.261,-0.15,6.58E-05,2.76E-04,1.31E-02
YDL145C,COP1,-0.16,-0.099,-0.481,1.33E-04,1.24E-01,6.08E-10
YLR306W,UBC12,-0.16,-0.382,-0.084,7.87E-02,4.05E-02,7.23E-01
YPL059W,GRX5,-0.096,0.088,-0.097,1.29E-02,6.67E-02,7.67E-02
YGR114C,YGR114C,0.115,-0.233,0.455,2.71E-02,2.62E-02,4.38E-03
YJL171C,YJL171C,-0.591,-0.03,-0.337,1.87E-10,5.56E-01,6.37E-07
YDR533C,YDR533C,-0.817,0.385,-0.545,3.85E-08,8.89E-07,3.34E-14
YER083C,YER083C,-0.089,0.062,-0.151,2.97E-02,1.26E-01,1.25E-02
YER156C,YER156C,-0.137,-0.112,-0.348,1.98E-03,3.57E-02,8.20E-06
YFL030W,YFL030W,0.46,0.631,-0.302,5.98E-05,5.00E-08,3.41E-06
YEL051W,VMA8,0.066,-0.318,0.235,1.23E-01,4.37E-05,7.45E-03
YAR015W,ADE1,-0.419,-0.602,0.61,2.34E-07,8.24E-07,3.03E-09
YDL218W,YDL218W,0.171,0.483,0.237,1.90E-01,9.73E-05,9.41E-02
YHR020W,YHR020W,-0.121,-0.161,0.045,4.03E-03,1.65E-02,5.58E-01
YKL150W,MCR1,0.052,0.399,-0.548,1.97E-01,1.05E-06,1.34E-13
YKL223W,YKL223W,0.363,-0.311,0.187,1.09E-01,4.19E-01,4.70E-01
YGR041W,BUD9,-0.023,-0.198,-0.015,5.59E-01,1.71E-03,8.60E-01
YDR460W,TFB3,0.182,-0.128,0.383,3.36E-04,1.44E-01,3.58E-03
YMR140W,YMR140W,0.065,0.12,0.308,1.42E-01,9.39E-02,1.77E-02
YMR213W,CEF1,0.217,-0.278,0.459,1.80E-04,2.39E-02,2.85E-03
YDR177W,UBC1,0.248,-0.032,0.206,3.45E-05,4.86E-01,1.47E-02
YPL270W,MDL2,0.048,0.1,-0.019,3.60E-01,5.76E-02,8.38E-01
YLR161W,YLR161W,0.278,0.143,-0.148,3.78E-02,2.91E-01,6.06E-01
YLR234W,TOP3,0.127,-0.098,0.373,1.09E-01,5.66E-01,4.64E-02
YLR307W,CDA1,0.269,-0.127,0.416,3.30E-01,6.84E-01,1.20E-01
